Domain,Product_URL
www.tatacliq.com,https://www.tatacliq.com/silk-land-pink-printed-unstitiched-dress-material/p-mp000000021653244
www.tatacliq.com,https://www.tatacliq.com/puma-grey-regular-fit-colour-block-sports-hoodie/p-mp000000025588687
www.tatacliq.com,https://www.tatacliq.com/forever-21-women-high-waist-slim-fit-ankle-length-jeans/p-mp000000007481160
www.tatacliq.com,https://www.tatacliq.com/triumph-beginner-bra-66-crop-top-wireless-non-padded-full-coverage-and-medium-support-cotton-bra/p-mp000000006163414
www.tatacliq.com,https://www.tatacliq.com/savi-pink-viscose-rayon-a-line-ethnic-motifs-kurta-kurtis/p-mp000000024235107
www.tatacliq.com,https://www.tatacliq.com/qurvii-black-white-polka-dot-a-line-dress/p-mp000000013258700
www.tatacliq.com,https://www.tatacliq.com/swtantra-black-embroidered-readymade-blouse/p-mp000000018429102
www.tatacliq.com,https://www.tatacliq.com/miss-chase-purple-rayon-printed-top-with-shorts/p-mp000000015167665
www.tatacliq.com,https://www.tatacliq.com/therebelinme-maroon-plus-size-maxi-dress/p-mp000000023060548
www.tatacliq.com,https://www.tatacliq.com/lil-drama-girls-navy-embellished-half-sleeves-jumpsuit/p-mp000000023114987
www.tatacliq.com,https://www.tatacliq.com/inweave-green-rayon-regular-fit-printed-dress/p-mp000000024694776
www.tatacliq.com,https://www.tatacliq.com/marigold-lane-black-embroidered-kurti-palazzo-set/p-mp000000019753193
www.tatacliq.com,https://www.tatacliq.com/zuba-by-westside-peach-floral-embroidered-a-line-kurta-with-inner/p-mp000000025869175
www.tatacliq.com,https://www.tatacliq.com/the-souled-store-blush-printed-sweatshirt/p-mp000000025013173
www.tatacliq.com,https://www.tatacliq.com/piroh-blue-bandhani-kurta/p-mp000000025240479
www.tatacliq.com,https://www.tatacliq.com/griffel-navy-relaxed-fit-printed-bell-bottom-trackpants/p-mp000000018014747
www.tatacliq.com,https://www.tatacliq.com/zivame-navy-lace-work-full-coverage-bra/p-mp000000020219364
www.tatacliq.com,https://www.tatacliq.com/libas-black-embroidered-kurta/p-mp000000024599436
www.tatacliq.com,https://www.tatacliq.com/kazo-white-knitted-lace-bodycon-dress/p-mp000000021155557
www.tatacliq.com,https://www.tatacliq.com/selvia-multicolor-printed-midi-dress/p-mp000000023446159
www.tatacliq.com,https://www.tatacliq.com/forever-new-poppy-red-regular-fit-jumpsuit/p-mp000000025978933
www.tatacliq.com,https://www.tatacliq.com/deewa-teal-printed-gown/p-mp000000018224528
www.tatacliq.com,https://www.tatacliq.com/only-blue-cotton-distressed-high-rise-jeans/p-mp000000014762217
www.tatacliq.com,https://www.tatacliq.com/little-bansi-white-embellished-1-kurta-1-sharara-1-dupatta/p-mp000000014689660
www.tatacliq.com,https://www.tatacliq.com/adidas-essentials-ins-hyb-grey-regular-fit-sports-hooded-jacket/p-mp000000019512557
www.tatacliq.com,https://www.tatacliq.com/house-of-chikankari-hoc-crafts-hand-block-chanderi-printed-womens-saree--black/p-mp000000024194089
www.tatacliq.com,https://www.tatacliq.com/silk-land-beige-blue-cotton-floral-print-saree-with-unstitched-blouse/p-mp000000016812191
www.tatacliq.com,https://www.tatacliq.com/varkala-silk-sarees-orange-violet-soft-silk-muniya-paithani-saree-with-blouse-piece/p-mp000000024699505
www.tatacliq.com,https://www.tatacliq.com/little-bansi-white-embellished-1-kurta-1-sharara-1-dupatta/p-mp000000014689583
www.tatacliq.com,https://www.tatacliq.com/studiofit-by-westside-dark-green-quarter-zip-cotton-blend-sweatshirt/p-mp000000025143911
www.tatacliq.com,https://www.tatacliq.com/melon-by-pluss-white-regular-fit-top/p-mp000000008925639
www.tatacliq.com,https://www.tatacliq.com/varanga-white-cotton-printed-kurta/p-mp000000025731933
www.tatacliq.com,https://www.tatacliq.com/libas-art-green-embroidered-saree-with-unstitched-blouse/p-mp000000022309168
www.tatacliq.com,https://www.tatacliq.com/cukoo-blue-black-printed-full-coverage-non-wired-bra--pack-of-2/p-mp000000016589826
www.tatacliq.com,https://www.tatacliq.com/studiorasa-navy-georgette-printed-blouse/p-mp000000019661814
www.tatacliq.com,https://www.tatacliq.com/mustard-olive-chanderi-buta-embellished-kurta/p-mp000000020837011
www.tatacliq.com,https://www.tatacliq.com/oxolloxo-brown-print-knee-length-dress/p-mp000000024312563
www.tatacliq.com,https://www.tatacliq.com/fims-fashion-is-my-style-white-red-tube-bras--pack-of-2/p-mp000000017453263
www.tatacliq.com,https://www.tatacliq.com/ginger-by-lifestyle-blue-plain-jacket/p-mp000000024709333
www.tatacliq.com,https://www.tatacliq.com/banarasi-silk-works-golden-silk-woven-saree-with-unstitched-blouse/p-mp000000013393451
www.tatacliq.com,https://www.tatacliq.com/soch-orange-cotton-regular-fit-abstract-top/p-mp000000025547206
www.tatacliq.com,https://www.tatacliq.com/bombay-paisley-by-westside-white-embroidered-cotton-blouse/p-mp000000025101746
www.tatacliq.com,https://www.tatacliq.com/clovia-beige-printed-shirt-shorts-set/p-mp000000020088089
www.tatacliq.com,https://www.tatacliq.com/zivame-blue-shaping-skirt/p-mp000000015237463
www.tatacliq.com,https://www.tatacliq.com/salwar-studio-black-silk-blouse/p-mp000000024783913
www.tatacliq.com,https://www.tatacliq.com/calvin-klein-underwear-cocoon-slim-fit-bra/p-mp000000024956928
www.tatacliq.com,https://www.tatacliq.com/rangriti-black-printed-a-line-dress/p-mp000000018426460
www.tatacliq.com,https://www.tatacliq.com/meeranshi-baby-pink-cotton-floral-print-a-line-kurta/p-mp000000023700821
www.tatacliq.com,https://www.tatacliq.com/vaamsi-sea-green-embroidered-kurta-with-dhoti-pant-dupatta/p-mp000000022260914
www.tatacliq.com,https://www.tatacliq.com/forever-21-blue-black-cotton-regular-fit-striped-cardigan/p-mp000000015993346
www.tatacliq.com,https://www.tatacliq.com/puma-maroon-peach-cotton-reversible-jacket/p-mp000000019410771
